,architecture,downstream,pre-training,number_of_samples,model_name,f1_macro_mean,f1_macro_std,f1_macro_count
287,ViT_T16,DDI,ImageNet_AugReg,1,lr,0.4592102189763873,0.07842710590086326,100
288,ViT_T16,DDI,ImageNet_AugReg,10,dc,0.4260869565217391,0.0,100
289,ViT_T16,DDI,ImageNet_AugReg,10,knn,0.46163855029800266,0.0691224978587932,100
290,ViT_T16,DDI,ImageNet_AugReg,10,lr,0.49725050839808566,0.05897194653927165,100
291,ViT_T16,DDI,ImageNet_AugReg,100,dc,0.4260869565217391,0.0,100
292,ViT_T16,DDI,ImageNet_AugReg,100,knn,0.4960720681986344,0.0645332510372079,100
293,ViT_T16,DDI,ImageNet_AugReg,100,lr,0.5365967461626608,0.048093333757253005,100
294,ViT_T16,DDI,ImageNet_AugReg,3,dc,0.4260869565217391,0.0,100
295,ViT_T16,DDI,ImageNet_AugReg,3,knn,0.4521173417149523,0.059671781188221036,100
296,ViT_T16,DDI,ImageNet_AugReg,3,lr,0.46979652695271534,0.06581295924315275,100
297,ViT_T16,DDI,ImageNet_AugReg,30,dc,0.4260869565217391,0.0,100
298,ViT_T16,DDI,ImageNet_AugReg,30,knn,0.48517327453172887,0.07057672510091757,100
299,ViT_T16,DDI,ImageNet_AugReg,30,lr,0.5153257429482919,0.06083576874665338,100
300,ViT_T16,DDI,Plant,1,dc,0.4260869565217391,0.0,100
301,ViT_T16,DDI,Plant,1,knn,0.4786940345926301,0.09495239509270284,100
302,ViT_T16,DDI,Plant,1,lr,0.47849941284201136,0.09503945261354559,100
303,ViT_T16,DDI,Plant,10,dc,0.4260869565217391,0.0,100
304,ViT_T16,DDI,Plant,10,knn,0.5243129143600157,0.08319583717570908,100
305,ViT_T16,DDI,Plant,10,lr,0.5299532746243831,0.062453810099838754,100
306,ViT_T16,DDI,Plant,100,dc,0.4260869565217391,0.0,100
307,ViT_T16,DDI,Plant,100,knn,0.5897788302233105,0.03965388253489051,100
308,ViT_T16,DDI,Plant,100,lr,0.5888765312361859,0.04462609081981741,100
309,ViT_T16,DDI,Plant,3,dc,0.4260869565217391,0.0,100
310,ViT_T16,DDI,Plant,3,knn,0.4967011002828693,0.07739099343213403,100
311,ViT_T16,DDI,Plant,3,lr,0.5179942220391287,0.07695899895322404,100
312,ViT_T16,DDI,Plant,30,dc,0.4260869565217391,0.0,100
313,ViT_T16,DDI,Plant,30,knn,0.5647113545927095,0.06363470549557311,100
314,ViT_T16,DDI,Plant,30,lr,0.5535927403007312,0.05760502525984783,100
315,ViT_T16,DDI,Random,1,dc,0.4260869565217391,0.0,100
316,ViT_T16,DDI,Random,1,knn,0.4324400391004056,0.07850517291981339,100
317,ViT_T16,DDI,Random,1,lr,0.4325597002000883,0.07866873515331639,100
318,ViT_T16,DDI,Random,10,dc,0.4260869565217391,0.0,100
319,ViT_T16,DDI,Random,10,knn,0.45551297827947906,0.06631961690931278,100
320,ViT_T16,DDI,Random,10,lr,0.46479556289780516,0.06068415024664494,100
321,ViT_T16,DDI,Random,100,dc,0.4260869565217391,0.0,100
322,ViT_T16,DDI,Random,100,knn,0.4707356861791761,0.06444259298829058,100
323,ViT_T16,DDI,Random,100,lr,0.495286448101472,0.048879133438234336,100
324,ViT_T16,DDI,Random,3,dc,0.4260869565217391,0.0,100
325,ViT_T16,DDI,Random,3,knn,0.42108239425940425,0.06986168537510129,100
326,ViT_T16,DDI,Random,3,lr,0.446082190511011,0.07509799525064279,100
327,ViT_T16,DDI,Random,30,dc,0.4260869565217391,0.0,100
328,ViT_T16,DDI,Random,30,knn,0.46565811364642223,0.06781397850466618,100
329,ViT_T16,DDI,Random,30,lr,0.46438619129245273,0.06040228400426092,100
330,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,1,dc,0.07907801418439717,0.0,100
331,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,1,knn,0.292625446152688,0.06269487613053742,100
332,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,1,lr,0.2952167982883028,0.06298406594461343,100
333,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,10,dc,0.07907801418439717,0.0,100
334,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,10,knn,0.33555657504598146,0.034940005913219566,100
335,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,10,lr,0.35867137912027786,0.03979269335169346,100
336,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,100,dc,0.07907801418439717,0.0,100
337,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,100,knn,0.37990371591203315,0.02168666338483969,100
338,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,100,lr,0.40023441152883726,0.011560557092360675,100
339,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,3,dc,0.07907801418439717,0.0,100
340,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,3,knn,0.3118345101316776,0.050740734698839156,100
341,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,3,lr,0.32403159587097036,0.058993152336858756,100
342,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,30,dc,0.07907801418439717,0.0,100
343,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,30,knn,0.3601046516259093,0.030019260265631856,100
344,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,30,lr,0.385668387138261,0.02440051763889803,100
345,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,1,dc,0.07907801418439717,0.0,100
346,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,1,knn,0.2834192406283409,0.07575858206487622,100
347,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,1,lr,0.28654028945899257,0.07550253512136165,100
348,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,10,dc,0.07907801418439717,0.0,100
349,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,10,knn,0.3451942333503204,0.041228054471152194,100
350,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,10,lr,0.369208998106995,0.03493666943212679,100
351,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,100,dc,0.07907801418439717,0.0,100
352,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,100,knn,0.4193017426442811,0.025048312077709477,100
353,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,100,lr,0.42851974695747236,0.01677828669649731,100
354,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,3,dc,0.07907801418439717,0.0,100
355,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,3,knn,0.31207477475043244,0.06235078834395622,100
356,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,3,lr,0.3346068623751545,0.0554724724320688,100
357,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,30,dc,0.07907801418439717,0.0,100
358,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,30,knn,0.3831165737972148,0.03141854084801254,100
359,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,30,lr,0.4001762818581634,0.02338189929832346,100
360,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,1,dc,0.07907801418439717,0.0,100
361,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,1,knn,0.2585248956048701,0.04824150825580334,100
362,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,1,lr,0.2604743914022898,0.04629395121570895,100
363,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,10,dc,0.07907801418439717,0.0,100
364,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,10,knn,0.28121583528421495,0.02816891372982061,100
365,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,10,lr,0.29746228247029505,0.02787227946357587,100
366,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,100,dc,0.07907801418439717,0.0,100
367,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,100,knn,0.30441599587482004,0.025062967003863647,100
368,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,100,lr,0.3305320777189887,0.014425826168668712,100
369,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,3,dc,0.07907801418439717,0.0,100
370,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,3,knn,0.27319905068331196,0.03639517750219511,100
371,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,3,lr,0.28975762535526284,0.03572806161143673,100
372,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,30,dc,0.07907801418439717,0.0,100
373,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,30,knn,0.28507327889344997,0.02979705413825358,100
374,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,30,lr,0.3089425729028175,0.02081600900523111,100
375,ResNet50,Fitzpatrick17k,PDDD,1,dc,0.07907801418439717,0.0,100
376,ResNet50,Fitzpatrick17k,PDDD,1,knn,0.23037578592328092,0.07747579650634562,100
377,ResNet50,Fitzpatrick17k,PDDD,1,lr,0.2369200802486746,0.07508756994925113,100
378,ResNet50,Fitzpatrick17k,PDDD,10,dc,0.07907801418439717,0.0,100
379,ResNet50,Fitzpatrick17k,PDDD,10,knn,0.2902382318247226,0.04058350226935445,100
380,ResNet50,Fitzpatrick17k,PDDD,10,lr,0.30315329175047373,0.03330022965768351,100
381,ResNet50,Fitzpatrick17k,PDDD,100,dc,0.07907801418439717,0.0,100
382,ResNet50,Fitzpatrick17k,PDDD,100,knn,0.32523826409947465,0.04159640173450693,100
383,ResNet50,Fitzpatrick17k,PDDD,100,lr,0.369615962934256,0.017475995842650523,100
384,ResNet50,Fitzpatrick17k,PDDD,3,dc,0.07907801418439717,0.0,100
385,ResNet50,Fitzpatrick17k,PDDD,3,knn,0.27100375844424124,0.056339074163331476,100
386,ResNet50,Fitzpatrick17k,PDDD,3,lr,0.27378846368417653,0.051043809343159205,100
387,ResNet50,Fitzpatrick17k,PDDD,30,dc,0.07907801418439717,0.0,100
388,ResNet50,Fitzpatrick17k,PDDD,30,knn,0.3007958635423428,0.041174414580857695,100
389,ResNet50,Fitzpatrick17k,PDDD,30,lr,0.3411800230625839,0.026279739688221775,100
390,ResNet50,Fitzpatrick17k,Random,1,dc,0.07907801418439717,0.0,100
391,ResNet50,Fitzpatrick17k,Random,1,knn,0.2651575557929132,0.04681721621655825,100
392,ResNet50,Fitzpatrick17k,Random,1,lr,0.26351610046795937,0.04439611829924844,100
393,ResNet50,Fitzpatrick17k,Random,10,dc,0.07907801418439717,0.0,100
394,ResNet50,Fitzpatrick17k,Random,10,knn,0.26795050842695184,0.03221200479792123,100
395,ResNet50,Fitzpatrick17k,Random,10,lr,0.2935081992718976,0.02773451561134029,100
396,ResNet50,Fitzpatrick17k,Random,100,dc,0.07907801418439717,0.0,100
397,ResNet50,Fitzpatrick17k,Random,100,knn,0.27933505052372054,0.022638333155734644,100
398,ResNet50,Fitzpatrick17k,Random,100,lr,0.32468314480683574,0.01395884574423953,100
399,ResNet50,Fitzpatrick17k,Random,3,dc,0.07907801418439717,0.0,100
400,ResNet50,Fitzpatrick17k,Random,3,knn,0.27603996851000934,0.03322127812896803,100
401,ResNet50,Fitzpatrick17k,Random,3,lr,0.27621370501360876,0.03480486932472807,100
402,ResNet50,Fitzpatrick17k,Random,30,dc,0.07907801418439717,0.0,100
403,ResNet50,Fitzpatrick17k,Random,30,knn,0.27507911340268776,0.028929140356588168,100
404,ResNet50,Fitzpatrick17k,Random,30,lr,0.3090336382573859,0.020775088300002003,100
405,ViT_T16,Fitzpatrick17k,Derma,1,dc,0.07907801418439717,0.0,100
406,ViT_T16,Fitzpatrick17k,Derma,1,knn,0.31078579460228506,0.04720102205025676,100
407,ViT_T16,Fitzpatrick17k,Derma,1,lr,0.30511442448760023,0.04872987375886833,100
408,ViT_T16,Fitzpatrick17k,Derma,10,dc,0.07907801418439717,0.0,100
409,ViT_T16,Fitzpatrick17k,Derma,10,knn,0.3505852274696773,0.027981375280327334,100
410,ViT_T16,Fitzpatrick17k,Derma,10,lr,0.3631074923526545,0.03262545228896913,100
411,ViT_T16,Fitzpatrick17k,Derma,100,dc,0.07907801418439717,0.0,100
412,ViT_T16,Fitzpatrick17k,Derma,100,knn,0.42654409984231684,0.01796422696094348,100
413,ViT_T16,Fitzpatrick17k,Derma,100,lr,0.41580019172006716,0.01625510885312543,100
414,ViT_T16,Fitzpatrick17k,Derma,3,dc,0.07907801418439717,0.0,100
415,ViT_T16,Fitzpatrick17k,Derma,3,knn,0.32826937988029026,0.03871832299472413,100
416,ViT_T16,Fitzpatrick17k,Derma,3,lr,0.337133720097188,0.045571175615605045,100
417,ViT_T16,Fitzpatrick17k,Derma,30,dc,0.07907801418439717,0.0,100
418,ViT_T16,Fitzpatrick17k,Derma,30,knn,0.3849024741067452,0.023789519899256602,100
419,ViT_T16,Fitzpatrick17k,Derma,30,lr,0.3911622512367549,0.01900032115076519,100
420,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,1,dc,0.07907801418439717,0.0,100
421,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,1,knn,0.28350567370230406,0.06372137796323196,100
422,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,1,lr,0.28555257681221463,0.06205503902320839,100
423,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,10,dc,0.07907801418439717,0.0,100
424,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,10,knn,0.33482417659506175,0.03122575393721413,100
425,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,10,lr,0.37101610662764906,0.03303811437493008,100
426,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,100,dc,0.07907801418439717,0.0,100
427,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,100,knn,0.4021293475513301,0.022817517777410333,100
428,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,100,lr,0.4236970811940929,0.015763443846553066,100
429,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,3,dc,0.07907801418439717,0.0,100
430,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,3,knn,0.309918915825837,0.04807526927020998,100
431,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,3,lr,0.3295869666618481,0.048165364244632705,100
432,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,30,dc,0.07907801418439717,0.0,100
433,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,30,knn,0.37201996535585286,0.028606328030424923,100
434,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,30,lr,0.40173745244142145,0.02126879104969215,100
435,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,1,dc,0.07907801418439717,0.0,100
436,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,1,knn,0.2976607681232618,0.07184443785344762,100
437,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,1,lr,0.29879565665287117,0.07094390032422443,100
438,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,10,dc,0.07907801418439717,0.0,100
439,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,10,knn,0.3593613094715146,0.034784283945666454,100
440,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,10,lr,0.3713579720616169,0.03671342937467277,100
441,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,100,dc,0.07907801418439717,0.0,100
442,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,100,knn,0.4267013894339454,0.020020914020171178,100
443,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,100,lr,0.41303562674904964,0.016787501315296428,100
444,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,3,dc,0.07907801418439717,0.0,100
445,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,3,knn,0.32983808633503514,0.05239144981251913,100
446,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,3,lr,0.34366239801002635,0.0531680153209394,100
447,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,30,dc,0.07907801418439717,0.0,100
448,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,30,knn,0.3935674363173293,0.026711663538064506,100
449,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,30,lr,0.3964544536369548,0.023194255544211263,100
450,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,1,dc,0.07907801418439717,0.0,100
451,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,1,knn,0.2688147057416399,0.04670652864786543,100
452,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,1,lr,0.2776204681743423,0.044810476757527265,100
453,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,10,dc,0.07907801418439717,0.0,100
454,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,10,knn,0.27688712054492526,0.027316830611918017,100
455,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,10,lr,0.3352831868041164,0.032618901723387904,100
456,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,100,dc,0.07907801418439717,0.0,100
457,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,100,knn,0.29122248730847206,0.021172142618296225,100
458,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,100,lr,0.3857280269150645,0.013522793650676122,100
459,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,3,dc,0.07907801418439717,0.0,100
460,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,3,knn,0.2741008372437617,0.03502283360837272,100
461,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,3,lr,0.2862686738083358,0.04042337873982597,100
462,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,30,dc,0.07907801418439717,0.0,100
463,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,30,knn,0.2842481373899568,0.022358351928468623,100
464,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,30,lr,0.3651966685427502,0.019142912141530646,100
465,ViT_T16,Fitzpatrick17k,Plant,1,dc,0.07907801418439717,0.0,100
466,ViT_T16,Fitzpatrick17k,Plant,1,knn,0.2980684994614318,0.0667228342422688,100
467,ViT_T16,Fitzpatrick17k,Plant,1,lr,0.2974975295109051,0.0671531388636528,100
468,ViT_T16,Fitzpatrick17k,Plant,10,dc,0.07907801418439717,0.0,100
469,ViT_T16,Fitzpatrick17k,Plant,10,knn,0.35134841433419917,0.035787914988178876,100
470,ViT_T16,Fitzpatrick17k,Plant,10,lr,0.36252676874611967,0.03387403080943817,100
471,ViT_T16,Fitzpatrick17k,Plant,100,dc,0.07907801418439717,0.0,100
472,ViT_T16,Fitzpatrick17k,Plant,100,knn,0.42264265976571386,0.020342486831380083,100
473,ViT_T16,Fitzpatrick17k,Plant,100,lr,0.4112449661210056,0.01621194826834589,100
474,ViT_T16,Fitzpatrick17k,Plant,3,dc,0.07907801418439717,0.0,100
475,ViT_T16,Fitzpatrick17k,Plant,3,knn,0.32342307074488746,0.053402748154220546,100
476,ViT_T16,Fitzpatrick17k,Plant,3,lr,0.3363532439182287,0.054080400004410695,100
477,ViT_T16,Fitzpatrick17k,Plant,30,dc,0.07907801418439717,0.0,100
478,ViT_T16,Fitzpatrick17k,Plant,30,knn,0.39253828854196526,0.027010791397791674,100
479,ViT_T16,Fitzpatrick17k,Plant,30,lr,0.3882018045930482,0.02085332145059385,100
480,ViT_T16,Fitzpatrick17k,Random,1,dc,0.07907801418439717,0.0,100
481,ViT_T16,Fitzpatrick17k,Random,1,knn,0.26359744905652166,0.042972048399880135,100
482,ViT_T16,Fitzpatrick17k,Random,1,lr,0.261075005261469,0.04699578565865272,100
483,ViT_T16,Fitzpatrick17k,Random,10,dc,0.07907801418439717,0.0,100
484,ViT_T16,Fitzpatrick17k,Random,10,knn,0.289930417968058,0.02322617039421209,100
485,ViT_T16,Fitzpatrick17k,Random,10,lr,0.2858571034013334,0.024866480076224665,100
486,ViT_T16,Fitzpatrick17k,Random,100,dc,0.07907801418439717,0.0,100
487,ViT_T16,Fitzpatrick17k,Random,100,knn,0.3120646397402361,0.019746106156594175,100
488,ViT_T16,Fitzpatrick17k,Random,100,lr,0.3147762465408843,0.015154304155538277,100
489,ViT_T16,Fitzpatrick17k,Random,3,dc,0.07907801418439717,0.0,100
490,ViT_T16,Fitzpatrick17k,Random,3,knn,0.2816341039937388,0.03008231352674809,100
491,ViT_T16,Fitzpatrick17k,Random,3,lr,0.2790821508619957,0.03523339667991703,100
492,ViT_T16,Fitzpatrick17k,Random,30,dc,0.07907801418439717,0.0,100
493,ViT_T16,Fitzpatrick17k,Random,30,knn,0.30007622242284115,0.021460230686122173,100
494,ViT_T16,Fitzpatrick17k,Random,30,lr,0.29977775840977416,0.016445133551829208,100
495,ResNet50,HAM10000,Derma_SSL_SimCLR,1,dc,0.007905865048722191,0.0,100
496,ResNet50,HAM10000,Derma_SSL_SimCLR,1,knn,0.16022058614652,0.03825313642412312,100
497,ResNet50,HAM10000,Derma_SSL_SimCLR,1,lr,0.15540560360817218,0.041364871524348555,100
498,ResNet50,HAM10000,Derma_SSL_SimCLR,10,dc,0.007905865048722191,0.0,100
499,ResNet50,HAM10000,Derma_SSL_SimCLR,10,knn,0.2077555350366134,0.01950933807254381,100
500,ResNet50,HAM10000,Derma_SSL_SimCLR,10,lr,0.23193477457279987,0.026517800280485584,100
501,ResNet50,HAM10000,Derma_SSL_SimCLR,100,dc,0.007905865048722191,0.0,100
502,ResNet50,HAM10000,Derma_SSL_SimCLR,100,knn,0.26118006169023383,0.010424290851739442,100
503,ResNet50,HAM10000,Derma_SSL_SimCLR,100,lr,0.2596874081929005,0.008392147618031826,100
504,ResNet50,HAM10000,Derma_SSL_SimCLR,3,dc,0.007905865048722191,0.0,100
505,ResNet50,HAM10000,Derma_SSL_SimCLR,3,knn,0.1841404658439002,0.028309851376350267,100
506,ResNet50,HAM10000,Derma_SSL_SimCLR,3,lr,0.18987860029453293,0.037407031946621996,100
507,ResNet50,HAM10000,Derma_SSL_SimCLR,30,dc,0.007905865048722191,0.0,100
508,ResNet50,HAM10000,Derma_SSL_SimCLR,30,knn,0.2325929399267335,0.014773093059627823,100
509,ResNet50,HAM10000,Derma_SSL_SimCLR,30,lr,0.252480439153286,0.017777841451188027,100
510,ResNet50,HAM10000,ImageNet_1k_SL_V1,1,dc,0.007905865048722191,0.0,100
511,ResNet50,HAM10000,ImageNet_1k_SL_V1,1,knn,0.14771865598684827,0.03643740657592862,100
512,ResNet50,HAM10000,ImageNet_1k_SL_V1,1,lr,0.15454062137627586,0.033955168021437714,100
513,ResNet50,HAM10000,ImageNet_1k_SL_V1,10,dc,0.007905865048722191,0.0,100
514,ResNet50,HAM10000,ImageNet_1k_SL_V1,10,knn,0.2161828821276658,0.021916414246143847,100
515,ResNet50,HAM10000,ImageNet_1k_SL_V1,10,lr,0.3026554524491695,0.02123394303300723,100
516,ResNet50,HAM10000,ImageNet_1k_SL_V1,100,dc,0.007905865048722191,0.0,100
517,ResNet50,HAM10000,ImageNet_1k_SL_V1,100,knn,0.30644084563480384,0.019170415559525155,100
518,ResNet50,HAM10000,ImageNet_1k_SL_V1,100,lr,0.44596524493327167,0.013991735222176123,100
519,ResNet50,HAM10000,ImageNet_1k_SL_V1,3,dc,0.007905865048722191,0.0,100
520,ResNet50,HAM10000,ImageNet_1k_SL_V1,3,knn,0.17737527148530727,0.030332406521995932,100
521,ResNet50,HAM10000,ImageNet_1k_SL_V1,3,lr,0.21222523593294595,0.02914636218314258,100
522,ResNet50,HAM10000,ImageNet_1k_SL_V1,30,dc,0.007905865048722191,0.0,100
523,ResNet50,HAM10000,ImageNet_1k_SL_V1,30,knn,0.25315544027723436,0.019286599097200152,100
524,ResNet50,HAM10000,ImageNet_1k_SL_V1,30,lr,0.38108017468029165,0.018896979987693904,100
525,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,1,dc,0.007905865048722191,0.0,100
526,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,1,knn,0.14301694888036193,0.03192281694333512,100
527,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,1,lr,0.14472801600802693,0.0328222782176953,100
528,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,10,dc,0.007905865048722191,0.0,100
529,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,10,knn,0.17589752857984334,0.01704847499742853,100
530,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,10,lr,0.21826790989763098,0.018353283466767838,100
531,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,100,dc,0.007905865048722191,0.0,100
532,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,100,knn,0.22592196567208142,0.014110764202670168,100
533,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,100,lr,0.291303348493914,0.009445349073781192,100
534,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,3,dc,0.007905865048722191,0.0,100
535,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,3,knn,0.15677095081458384,0.02380060064362493,100
536,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,3,lr,0.17997485408369038,0.028824665256385506,100
537,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,30,dc,0.007905865048722191,0.0,100
538,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,30,knn,0.1905505876086157,0.014050830344627303,100
539,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,30,lr,0.2536371864839412,0.015422947367425858,100
540,ResNet50,HAM10000,PDDD,1,dc,0.007905865048722191,0.0,100
541,ResNet50,HAM10000,PDDD,1,knn,0.12216951203276784,0.039197123767303894,100
542,ResNet50,HAM10000,PDDD,1,lr,0.1462380604551951,0.03941964420938735,100
543,ResNet50,HAM10000,PDDD,10,dc,0.007905865048722191,0.0,100
544,ResNet50,HAM10000,PDDD,10,knn,0.17806014651166144,0.02312834469957998,100
545,ResNet50,HAM10000,PDDD,10,lr,0.23892625333888837,0.029350481337598593,100
546,ResNet50,HAM10000,PDDD,100,dc,0.007905865048722191,0.0,100
547,ResNet50,HAM10000,PDDD,100,knn,0.23667796013919545,0.012824975842832657,100
548,ResNet50,HAM10000,PDDD,100,lr,0.3450094303402724,0.011964446728837152,100
549,ResNet50,HAM10000,PDDD,3,dc,0.007905865048722191,0.0,100
550,ResNet50,HAM10000,PDDD,3,knn,0.15380228195183143,0.03154222734967084,100
551,ResNet50,HAM10000,PDDD,3,lr,0.18702971908808685,0.03752668355950021,100
552,ResNet50,HAM10000,PDDD,30,dc,0.007905865048722191,0.0,100
553,ResNet50,HAM10000,PDDD,30,knn,0.20137446108183749,0.015410233904019672,100
554,ResNet50,HAM10000,PDDD,30,lr,0.29066053240449147,0.01958231154828612,100
555,ResNet50,HAM10000,Random,1,dc,0.007905865048722191,0.0,100
556,ResNet50,HAM10000,Random,1,knn,0.11391974879515683,0.02510634491173602,100
557,ResNet50,HAM10000,Random,1,lr,0.12206816862130522,0.027532129499222645,100
558,ResNet50,HAM10000,Random,10,dc,0.007905865048722191,0.0,100
559,ResNet50,HAM10000,Random,10,knn,0.12563293423882113,0.016898459018776096,100
560,ResNet50,HAM10000,Random,10,lr,0.1976606151094753,0.020609996552291426,100
561,ResNet50,HAM10000,Random,100,dc,0.007905865048722191,0.0,100
562,ResNet50,HAM10000,Random,100,knn,0.1564032413939102,0.01332014103463421,100
