,architecture,downstream,pre-training,number_of_samples,model_name,f1_macro_mean,f1_macro_std,f1_macro_count
563,ResNet50,HAM10000,Random,100,lr,0.2820820603027311,0.012332163666757514,100
564,ResNet50,HAM10000,Random,3,dc,0.007905865048722191,0.0,100
565,ResNet50,HAM10000,Random,3,knn,0.11932806334102454,0.018370628018223818,100
566,ResNet50,HAM10000,Random,3,lr,0.154629183248482,0.024689501474704004,100
567,ResNet50,HAM10000,Random,30,dc,0.007905865048722191,0.0,100
568,ResNet50,HAM10000,Random,30,knn,0.13351669438488467,0.016612255589022382,100
569,ResNet50,HAM10000,Random,30,lr,0.2379731984448873,0.015266714091628688,100
570,ViT_T16,HAM10000,Derma,1,dc,0.007905865048722191,0.0,100
571,ViT_T16,HAM10000,Derma,1,knn,0.19934786039626468,0.04722566031478109,100
572,ViT_T16,HAM10000,Derma,1,lr,0.20228433425099157,0.046180631376757084,100
573,ViT_T16,HAM10000,Derma,10,dc,0.007905865048722191,0.0,100
574,ViT_T16,HAM10000,Derma,10,knn,0.3015058545405719,0.0201419925871352,100
575,ViT_T16,HAM10000,Derma,10,lr,0.36369713509262025,0.024479457004688593,100
576,ViT_T16,HAM10000,Derma,100,dc,0.007905865048722191,0.0,100
577,ViT_T16,HAM10000,Derma,100,knn,0.3949429459540898,0.013570809209310282,100
578,ViT_T16,HAM10000,Derma,100,lr,0.5049994365442291,0.017053986922964327,100
579,ViT_T16,HAM10000,Derma,3,dc,0.007905865048722191,0.0,100
580,ViT_T16,HAM10000,Derma,3,knn,0.2505134899215266,0.03473963436254767,100
581,ViT_T16,HAM10000,Derma,3,lr,0.27243277604516875,0.040114870628348794,100
582,ViT_T16,HAM10000,Derma,30,dc,0.007905865048722191,0.0,100
583,ViT_T16,HAM10000,Derma,30,knn,0.3499186274118805,0.01835279839097163,100
584,ViT_T16,HAM10000,Derma,30,lr,0.4405831901197084,0.020810390600482388,100
585,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,1,dc,0.007905865048722191,0.0,100
586,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,1,knn,0.16590561259153805,0.04311993573415421,100
587,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,1,lr,0.17245012242893273,0.04359852812342901,100
588,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,10,dc,0.007905865048722191,0.0,100
589,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,10,knn,0.24568019826447599,0.022046543301047366,100
590,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,10,lr,0.32204853564422037,0.024982402736341974,100
591,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,100,dc,0.007905865048722191,0.0,100
592,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,100,knn,0.35475708293254166,0.014265954777074579,100
593,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,100,lr,0.44998592606320353,0.014386802851385026,100
594,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,3,dc,0.007905865048722191,0.0,100
595,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,3,knn,0.2054074590227526,0.03444859738347701,100
596,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,3,lr,0.23629012027715623,0.035505054404526164,100
597,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,30,dc,0.007905865048722191,0.0,100
598,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,30,knn,0.2984231743621903,0.018228155838337437,100
599,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,30,lr,0.39165746109056926,0.018514189060058667,100
600,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,1,dc,0.007905865048722191,0.0,100
601,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,1,knn,0.17203656560283165,0.0380341033965554,100
602,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,1,lr,0.17896842623580242,0.03502318928451815,100
603,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,10,dc,0.007905865048722191,0.0,100
604,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,10,knn,0.25067000309913534,0.02376731053495853,100
605,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,10,lr,0.333612117374354,0.026185693038606128,100
606,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,100,dc,0.007905865048722191,0.0,100
607,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,100,knn,0.3607175817849526,0.01835064613447507,100
608,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,100,lr,0.47150918300651795,0.013644537168568015,100
609,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,3,dc,0.007905865048722191,0.0,100
610,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,3,knn,0.20683119635334815,0.03201566160507165,100
611,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,3,lr,0.23828869115656623,0.03325182010731398,100
612,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,30,dc,0.007905865048722191,0.0,100
613,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,30,knn,0.3030844012254109,0.019293321575069192,100
614,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,30,lr,0.40966165628144063,0.02164680810519319,100
615,ViT_T16,HAM10000,ImageNet_AugReg,1,dc,0.007905865048722191,0.0,100
616,ViT_T16,HAM10000,ImageNet_AugReg,1,knn,0.10406621045490998,0.020149413888863755,100
617,ViT_T16,HAM10000,ImageNet_AugReg,1,lr,0.11769948857562694,0.028763120238476835,100
618,ViT_T16,HAM10000,ImageNet_AugReg,10,dc,0.007905865048722191,0.0,100
619,ViT_T16,HAM10000,ImageNet_AugReg,10,knn,0.12237194271210253,0.016708217449675367,100
620,ViT_T16,HAM10000,ImageNet_AugReg,10,lr,0.2371541857029238,0.016715467566412835,100
621,ViT_T16,HAM10000,ImageNet_AugReg,100,dc,0.007905865048722191,0.0,100
622,ViT_T16,HAM10000,ImageNet_AugReg,100,knn,0.15554729497055209,0.015243477220933168,100
623,ViT_T16,HAM10000,ImageNet_AugReg,100,lr,0.35238153001217376,0.01246482745678489,100
624,ViT_T16,HAM10000,ImageNet_AugReg,3,dc,0.007905865048722191,0.0,100
625,ViT_T16,HAM10000,ImageNet_AugReg,3,knn,0.11050168162725411,0.018076880634342495,100
626,ViT_T16,HAM10000,ImageNet_AugReg,3,lr,0.17044804472650096,0.0276402908042954,100
627,ViT_T16,HAM10000,ImageNet_AugReg,30,dc,0.007905865048722191,0.0,100
628,ViT_T16,HAM10000,ImageNet_AugReg,30,knn,0.12671163925130616,0.017975590268366308,100
629,ViT_T16,HAM10000,ImageNet_AugReg,30,lr,0.29850054853009483,0.018533569145731357,100
630,ViT_T16,HAM10000,Plant,1,dc,0.007905865048722191,0.0,100
631,ViT_T16,HAM10000,Plant,1,knn,0.17849239299407824,0.046891955210107035,100
632,ViT_T16,HAM10000,Plant,1,lr,0.18558497367062934,0.048767354400663265,100
633,ViT_T16,HAM10000,Plant,10,dc,0.007905865048722191,0.0,100
634,ViT_T16,HAM10000,Plant,10,knn,0.27386645998706294,0.02077630456022935,100
635,ViT_T16,HAM10000,Plant,10,lr,0.3538434443826827,0.0221594949721668,100
636,ViT_T16,HAM10000,Plant,100,dc,0.007905865048722191,0.0,100
637,ViT_T16,HAM10000,Plant,100,knn,0.37070061107957847,0.01405945931019411,100
638,ViT_T16,HAM10000,Plant,100,lr,0.5005326410998429,0.016201194944755665,100
639,ViT_T16,HAM10000,Plant,3,dc,0.007905865048722191,0.0,100
640,ViT_T16,HAM10000,Plant,3,knn,0.22443985456320575,0.036545982644240964,100
641,ViT_T16,HAM10000,Plant,3,lr,0.2577117689041854,0.03903710408222299,100
642,ViT_T16,HAM10000,Plant,30,dc,0.007905865048722191,0.0,100
643,ViT_T16,HAM10000,Plant,30,knn,0.32049800550706886,0.016918196757970107,100
644,ViT_T16,HAM10000,Plant,30,lr,0.43051010025303527,0.020518772836996484,100
645,ViT_T16,HAM10000,Random,1,dc,0.007905865048722191,0.0,100
646,ViT_T16,HAM10000,Random,1,knn,0.14031350328128606,0.03776884858879883,100
647,ViT_T16,HAM10000,Random,1,lr,0.14050125663392327,0.03831913920702012,100
648,ViT_T16,HAM10000,Random,10,dc,0.007905865048722191,0.0,100
649,ViT_T16,HAM10000,Random,10,knn,0.18679679669745725,0.021101998334883208,100
650,ViT_T16,HAM10000,Random,10,lr,0.22327778328763145,0.02156246449156692,100
651,ViT_T16,HAM10000,Random,100,dc,0.007905865048722191,0.0,100
652,ViT_T16,HAM10000,Random,100,knn,0.24028317057157259,0.010771806003419501,100
653,ViT_T16,HAM10000,Random,100,lr,0.2778673087943846,0.011495286597824575,100
654,ViT_T16,HAM10000,Random,3,dc,0.007905865048722191,0.0,100
655,ViT_T16,HAM10000,Random,3,knn,0.1632143470516731,0.027594201698885625,100
656,ViT_T16,HAM10000,Random,3,lr,0.18046477222255006,0.03031375313538171,100
657,ViT_T16,HAM10000,Random,30,dc,0.007905865048722191,0.0,100
658,ViT_T16,HAM10000,Random,30,knn,0.21287898948979017,0.018745638145508878,100
659,ViT_T16,HAM10000,Random,30,lr,0.2515969843779936,0.013965206462800427,100
660,ResNet50,Cassava,Derma_SSL_SimCLR,None,dc,0.15231481481481482,0.0,10
661,ResNet50,Cassava,Derma_SSL_SimCLR,None,knn,0.27752155752049357,0.007834104348119162,10
662,ResNet50,Cassava,Derma_SSL_SimCLR,None,lr,0.16591815602173746,0.0011994818143358415,10
663,ResNet50,Cassava,ImageNet_1k_SL_V1,None,dc,0.15231481481481482,0.0,10
664,ResNet50,Cassava,ImageNet_1k_SL_V1,None,knn,0.49120263619005683,0.008919417329953015,10
665,ResNet50,Cassava,ImageNet_1k_SL_V1,None,lr,0.6234542831135612,0.004852017246345485,10
666,ResNet50,Cassava,ImageNet_1k_SSL_SimCLR,None,dc,0.15231481481481482,0.0,10
667,ResNet50,Cassava,ImageNet_1k_SSL_SimCLR,None,knn,0.2279302988386843,0.006063228516166891,10
668,ResNet50,Cassava,ImageNet_1k_SSL_SimCLR,None,lr,0.21127751134442802,0.004771260381313529,10
669,ResNet50,Cassava,PDDD,None,dc,0.15231481481481482,0.0,10
670,ResNet50,Cassava,PDDD,None,knn,0.4060152782670722,0.012979025146171575,10
671,ResNet50,Cassava,PDDD,None,lr,0.516235165630102,0.0025259895142106543,10
672,ResNet50,Cassava,Random,None,dc,0.15231481481481482,0.0,10
673,ResNet50,Cassava,Random,None,knn,0.23940917867458586,0.003307227482363802,10
674,ResNet50,Cassava,Random,None,lr,0.31589748701353654,0.0060918800727424866,10
675,ResNet50,DDI,Derma_SSL_SimCLR,None,dc,0.42608695652173906,0.0,10
676,ResNet50,DDI,Derma_SSL_SimCLR,None,knn,0.510987379559964,0.028828516027856358,20
677,ResNet50,DDI,Derma_SSL_SimCLR,None,lr,0.42608695652173906,0.0,20
678,ResNet50,DDI,ImageNet_1k_SL_V1,None,dc,0.42608695652173906,0.0,10
679,ResNet50,DDI,ImageNet_1k_SL_V1,None,knn,0.5995119512803155,0.029473978860897188,20
680,ResNet50,DDI,ImageNet_1k_SL_V1,None,lr,0.6351530126707923,0.04759925185605755,20
681,ResNet50,DDI,ImageNet_1k_SSL_SimCLR,None,dc,0.42608695652173906,0.0,10
682,ResNet50,DDI,ImageNet_1k_SSL_SimCLR,None,knn,0.5580008227488434,0.05857735208358237,20
683,ResNet50,DDI,ImageNet_1k_SSL_SimCLR,None,lr,0.5232063120346103,0.04217278999662792,20
684,ResNet50,DDI,PDDD,None,dc,0.42608695652173906,0.0,10
685,ResNet50,DDI,PDDD,None,knn,0.5612248151476441,0.0681892767947205,20
686,ResNet50,DDI,PDDD,None,lr,0.4196395718277996,0.011953457958675527,20
687,ResNet50,DDI,Random,None,dc,0.42608695652173906,0.0,10
688,ResNet50,DDI,Random,None,knn,0.5547405828510452,0.07680535087246548,20
689,ResNet50,DDI,Random,None,lr,0.658232896092395,0.03525307032095926,20
690,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,None,dc,0.2810936591041303,0.0,10
691,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,None,knn,0.4859801481934013,0.012007887512543858,20
692,ResNet50,Fitzpatrick17k,Derma_SSL_SimCLR,None,lr,0.29718154169084643,0.001439153705757758,20
693,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,None,dc,0.2810936591041303,0.0,10
694,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,None,knn,0.6580171176057023,0.004752794276434662,20
695,ResNet50,Fitzpatrick17k,ImageNet_1k_SL_V1,None,lr,0.5852765609488733,0.008184641827199829,20
696,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,None,dc,0.2810936591041303,0.0,10
697,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,None,knn,0.4419877362123028,0.009933784576638006,20
698,ResNet50,Fitzpatrick17k,ImageNet_1k_SSL_SimCLR,None,lr,0.35634993601129766,0.005069407257444756,20
699,ResNet50,Fitzpatrick17k,PDDD,None,dc,0.2810936591041303,0.0,10
700,ResNet50,Fitzpatrick17k,PDDD,None,knn,0.5107625459316605,0.0065003531965811346,20
701,ResNet50,Fitzpatrick17k,PDDD,None,lr,0.36263094791065725,0.006528561541474513,20
702,ResNet50,Fitzpatrick17k,Random,None,dc,0.2810936591041303,0.0,10
703,ResNet50,Fitzpatrick17k,Random,None,knn,0.4143139398802722,0.005217978890653544,20
704,ResNet50,Fitzpatrick17k,Random,None,lr,0.3996809454724711,0.00862754303654106,20
705,ResNet50,HAM10000,Derma_SSL_SimCLR,None,dc,0.10724620563396917,0.0,10
706,ResNet50,HAM10000,Derma_SSL_SimCLR,None,knn,0.28485362654165935,0.011055069385703902,20
707,ResNet50,HAM10000,Derma_SSL_SimCLR,None,lr,0.1492030359954256,0.0014385923371081784,20
708,ResNet50,HAM10000,ImageNet_1k_SL_V1,None,dc,0.10724620563396917,0.0,10
709,ResNet50,HAM10000,ImageNet_1k_SL_V1,None,knn,0.4061211751441978,0.008680336629916524,20
710,ResNet50,HAM10000,ImageNet_1k_SL_V1,None,lr,0.570793400695299,0.008928096614076371,20
711,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,None,dc,0.10724620563396917,0.0,10
712,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,None,knn,0.26205472760006676,0.012382244453152,20
713,ResNet50,HAM10000,ImageNet_1k_SSL_SimCLR,None,lr,0.30006425559876976,0.0067894592871726575,20
714,ResNet50,HAM10000,PDDD,None,dc,0.10724620563396917,0.0,10
715,ResNet50,HAM10000,PDDD,None,knn,0.32759534832112175,0.0052951912231839204,20
716,ResNet50,HAM10000,PDDD,None,lr,0.31245048224476096,0.005598456284331711,20
717,ResNet50,HAM10000,Random,None,dc,0.10724620563396917,0.0,10
718,ResNet50,HAM10000,Random,None,knn,0.22102492520257724,0.011764233297138948,20
719,ResNet50,HAM10000,Random,None,lr,0.33575548451984305,0.012203150101146866,20
720,ResNet50,PAD-UFES-20,Derma_SSL_SimCLR,None,dc,0.08943089430894308,0.0,10
721,ResNet50,PAD-UFES-20,Derma_SSL_SimCLR,None,knn,0.35048147997378726,0.03565529428351224,20
722,ResNet50,PAD-UFES-20,Derma_SSL_SimCLR,None,lr,0.15979109163939648,0.0026898306347745023,20
723,ResNet50,PAD-UFES-20,ImageNet_1k_SL_V1,None,dc,0.08943089430894308,0.0,10
724,ResNet50,PAD-UFES-20,ImageNet_1k_SL_V1,None,knn,0.49199339726209956,0.020651956464868164,20
725,ResNet50,PAD-UFES-20,ImageNet_1k_SL_V1,None,lr,0.5717545652857922,0.028745710609267863,20
726,ResNet50,PAD-UFES-20,ImageNet_1k_SSL_SimCLR,None,dc,0.08943089430894308,0.0,10
727,ResNet50,PAD-UFES-20,ImageNet_1k_SSL_SimCLR,None,knn,0.2971110637783018,0.025663162990288483,20
728,ResNet50,PAD-UFES-20,ImageNet_1k_SSL_SimCLR,None,lr,0.3565520974595341,0.019945256392490104,20
729,ResNet50,PAD-UFES-20,PDDD,None,dc,0.08943089430894308,0.0,10
730,ResNet50,PAD-UFES-20,PDDD,None,knn,0.3457443709577201,0.03844065770086164,20
731,ResNet50,PAD-UFES-20,PDDD,None,lr,0.3539304887790643,0.028778622256554868,20
732,ResNet50,PAD-UFES-20,Random,None,dc,0.08943089430894308,0.0,10
733,ResNet50,PAD-UFES-20,Random,None,knn,0.1973878597455042,0.02191900790850428,20
734,ResNet50,PAD-UFES-20,Random,None,lr,0.3338353057107324,0.02026163508694557,20
735,ResNet50,PlantDataset,Derma_SSL_SimCLR,None,dc,0.01788617886178862,0.0,10
736,ResNet50,PlantDataset,Derma_SSL_SimCLR,None,knn,0.3071444388680297,0.026908304124012072,10
737,ResNet50,PlantDataset,Derma_SSL_SimCLR,None,lr,0.018185066220181012,6.986091137309403e-05,10
738,ResNet50,PlantDataset,ImageNet_1k_SL_V1,None,dc,0.01788617886178862,0.0,10
739,ResNet50,PlantDataset,ImageNet_1k_SL_V1,None,knn,0.8377248121750028,0.024442627758045263,10
740,ResNet50,PlantDataset,ImageNet_1k_SL_V1,None,lr,0.9198469164869394,0.006969362801794576,10
741,ResNet50,PlantDataset,ImageNet_1k_SSL_SimCLR,None,dc,0.01788617886178862,0.0,10
742,ResNet50,PlantDataset,ImageNet_1k_SSL_SimCLR,None,knn,0.21981171148955908,0.016552033437729777,10
743,ResNet50,PlantDataset,ImageNet_1k_SSL_SimCLR,None,lr,0.31955735951699576,0.01279308283028215,10
744,ResNet50,PlantDataset,PDDD,None,dc,0.01788617886178862,0.0,10
745,ResNet50,PlantDataset,PDDD,None,knn,0.6052290472322351,0.014637883686816122,10
746,ResNet50,PlantDataset,PDDD,None,lr,0.674006739323551,0.007206732182004866,10
747,ResNet50,PlantDataset,Random,None,dc,0.01788617886178862,0.0,10
748,ResNet50,PlantDataset,Random,None,knn,0.17188750850827547,0.02232898732421985,10
749,ResNet50,PlantDataset,Random,None,lr,0.34562674681038225,0.01053880177686062,10
750,ResNet50,PlantDoc,Derma_SSL_SimCLR,None,dc,0.0028735632183908046,0.0,10
751,ResNet50,PlantDoc,Derma_SSL_SimCLR,None,knn,0.18922488777172836,0.03204652177435538,10
752,ResNet50,PlantDoc,Derma_SSL_SimCLR,None,lr,0.009543822832908378,0.0003947425708810736,10
753,ResNet50,PlantDoc,ImageNet_1k_SL_V1,None,dc,0.0028735632183908046,0.0,10
754,ResNet50,PlantDoc,ImageNet_1k_SL_V1,None,knn,0.37376093996637605,0.0238045480146247,10
755,ResNet50,PlantDoc,ImageNet_1k_SL_V1,None,lr,0.5467060805988486,0.013500699489011246,10
756,ResNet50,PlantDoc,ImageNet_1k_SSL_SimCLR,None,dc,0.0028735632183908046,0.0,10
757,ResNet50,PlantDoc,ImageNet_1k_SSL_SimCLR,None,knn,0.09016166558618167,0.023783035160067148,10
758,ResNet50,PlantDoc,ImageNet_1k_SSL_SimCLR,None,lr,0.11870174668130828,0.018355393878053728,10
759,ResNet50,PlantDoc,PDDD,None,dc,0.0028735632183908046,0.0,10
760,ResNet50,PlantDoc,PDDD,None,knn,0.41326941146941093,0.014755237326291519,10
761,ResNet50,PlantDoc,PDDD,None,lr,0.6529615846656982,0.01704206819753047,10
762,ResNet50,PlantDoc,Random,None,dc,0.0028735632183908046,0.0,10
763,ResNet50,PlantDoc,Random,None,knn,0.06696094760673514,0.01928077155982601,10
764,ResNet50,PlantDoc,Random,None,lr,0.13469367723355613,0.019200454384276745,10
765,ResNet50,PlantVillage,Derma_SSL_SimCLR,None,dc,0.0048511207761793235,0.0,10
766,ResNet50,PlantVillage,Derma_SSL_SimCLR,None,knn,0.4931555940788015,0.005341811921047637,10
767,ResNet50,PlantVillage,Derma_SSL_SimCLR,None,lr,0.06411186189525571,0.0005399598516405048,10
768,ResNet50,PlantVillage,ImageNet_1k_SL_V1,None,dc,0.0048511207761793235,0.0,10
769,ResNet50,PlantVillage,ImageNet_1k_SL_V1,None,knn,0.9195986007219659,0.0029818253517057253,10
770,ResNet50,PlantVillage,ImageNet_1k_SL_V1,None,lr,0.9731367262281871,0.0010962014811881338,10
771,ResNet50,PlantVillage,ImageNet_1k_SSL_SimCLR,None,dc,0.0048511207761793235,0.0,10
772,ResNet50,PlantVillage,ImageNet_1k_SSL_SimCLR,None,knn,0.3468847613887932,0.0033284399566402383,10
773,ResNet50,PlantVillage,ImageNet_1k_SSL_SimCLR,None,lr,0.5008107079007584,0.0014161710125652357,10
774,ResNet50,PlantVillage,PDDD,None,dc,0.0048511207761793235,0.0,10
775,ResNet50,PlantVillage,PDDD,None,knn,0.9865511858618248,0.0020076450871283754,10
776,ResNet50,PlantVillage,PDDD,None,lr,0.99134929900092,0.0008509780143437408,10
777,ResNet50,PlantVillage,Random,None,dc,0.0048511207761793235,0.0,10
778,ResNet50,PlantVillage,Random,None,knn,0.39907625925699686,0.005499952449367327,10
779,ResNet50,PlantVillage,Random,None,lr,0.7054706862493176,0.0011244608251895739,10
780,ViT_T16,Cassava,Derma,None,dc,0.15231481481481482,0.0,10
781,ViT_T16,Cassava,Derma,None,knn,0.39983806095980823,0.009081870079469494,10
782,ViT_T16,Cassava,Derma,None,lr,0.5420475936154006,0.0045804655329804685,10
783,ViT_T16,Cassava,ImageNet_1k_SL_WinKawaks,None,dc,0.15231481481481482,0.0,10
784,ViT_T16,Cassava,ImageNet_1k_SL_WinKawaks,None,knn,0.4371444972475754,0.012636103125922506,10
785,ViT_T16,Cassava,ImageNet_1k_SL_WinKawaks,None,lr,0.582074498281888,0.005342428899028142,10
786,ViT_T16,Cassava,ImageNet_1k_SSL_Dino,None,dc,0.15231481481481482,0.0,10
787,ViT_T16,Cassava,ImageNet_1k_SSL_Dino,None,knn,0.5038465093669576,0.011917857616571149,10
788,ViT_T16,Cassava,ImageNet_1k_SSL_Dino,None,lr,0.6442477793729673,0.005696493749823767,10
789,ViT_T16,Cassava,ImageNet_AugReg,None,dc,0.15231481481481482,0.0,10
790,ViT_T16,Cassava,ImageNet_AugReg,None,knn,0.24899705256957932,0.006520915784778369,10
791,ViT_T16,Cassava,ImageNet_AugReg,None,lr,0.5583552925614427,0.0037888730061758887,10
792,ViT_T16,Cassava,Plant,None,dc,0.15231481481481482,0.0,10
793,ViT_T16,Cassava,Plant,None,knn,0.4976977244102093,0.005085348869330983,10
794,ViT_T16,Cassava,Plant,None,lr,0.6469423258739935,0.006866535164894146,10
795,ViT_T16,Cassava,Random,None,dc,0.15231481481481482,0.0,10
796,ViT_T16,Cassava,Random,None,knn,0.23933602413477278,0.009669216409409952,10
797,ViT_T16,Cassava,Random,None,lr,0.26319216521997035,0.00322268513052834,10
798,ViT_T16,DDI,Derma,None,dc,0.42608695652173906,0.0,10
799,ViT_T16,DDI,Derma,None,knn,0.5687848991848046,0.06013566526277666,20
800,ViT_T16,DDI,Derma,None,lr,0.5904276630081754,0.03007232925181069,20
801,ViT_T16,DDI,ImageNet_1k_SL_WinKawaks,None,dc,0.42608695652173906,0.0,10
802,ViT_T16,DDI,ImageNet_1k_SL_WinKawaks,None,knn,0.6076901178073366,0.04724092311264126,20
803,ViT_T16,DDI,ImageNet_1k_SL_WinKawaks,None,lr,0.6084439793566514,0.026062297778708318,20
804,ViT_T16,DDI,ImageNet_1k_SSL_Dino,None,dc,0.42608695652173906,0.0,10
805,ViT_T16,DDI,ImageNet_1k_SSL_Dino,None,knn,0.696430213207284,0.08578790190760185,20
806,ViT_T16,DDI,ImageNet_1k_SSL_Dino,None,lr,0.6035263286628219,0.030057130365185057,20
807,ViT_T16,DDI,ImageNet_AugReg,None,dc,0.42608695652173906,0.0,10
808,ViT_T16,DDI,ImageNet_AugReg,None,knn,0.6040342417380924,0.042405667648502884,20
809,ViT_T16,DDI,ImageNet_AugReg,None,lr,0.5634408533946637,0.037461987885384365,20
810,ViT_T16,DDI,Plant,None,dc,0.42608695652173906,0.0,10
811,ViT_T16,DDI,Plant,None,knn,0.6297474604190529,0.07797964515255877,20
812,ViT_T16,DDI,Plant,None,lr,0.6206160493345947,0.039054431228855935,20
813,ViT_T16,DDI,Random,None,dc,0.42608695652173906,0.0,10
814,ViT_T16,DDI,Random,None,knn,0.5383428242837655,0.053804073513933445,20
815,ViT_T16,DDI,Random,None,lr,0.40521028991223007,0.016919599846249057,20
816,ViT_T16,Fitzpatrick17k,Derma,None,dc,0.2810936591041303,0.0,10
817,ViT_T16,Fitzpatrick17k,Derma,None,knn,0.6984155811901027,0.004124022140334657,20
818,ViT_T16,Fitzpatrick17k,Derma,None,lr,0.5874908545739262,0.005285129551234459,20
819,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,None,dc,0.2810936591041303,0.0,10
820,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,None,knn,0.6451064775014967,0.003559536213261244,20
821,ViT_T16,Fitzpatrick17k,ImageNet_1k_SL_WinKawaks,None,lr,0.5660513549091006,0.0074896416293382,20
822,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,None,dc,0.2810936591041303,0.0,10
823,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,None,knn,0.70554583377163,0.005269633931155371,20
824,ViT_T16,Fitzpatrick17k,ImageNet_1k_SSL_Dino,None,lr,0.5946635351280823,0.004468165782581276,20
825,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,None,dc,0.2810936591041303,0.0,10
826,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,None,knn,0.40838717592712104,0.007995707756808175,20
827,ViT_T16,Fitzpatrick17k,ImageNet_AugReg,None,lr,0.5385642022157413,0.0073142665022366635,20
828,ViT_T16,Fitzpatrick17k,Plant,None,dc,0.2810936591041303,0.0,10
829,ViT_T16,Fitzpatrick17k,Plant,None,knn,0.6770756784945998,0.005844228966119265,20
830,ViT_T16,Fitzpatrick17k,Plant,None,lr,0.5814221540054556,0.006274899033735712,20
831,ViT_T16,Fitzpatrick17k,Random,None,dc,0.2810936591041303,0.0,10
832,ViT_T16,Fitzpatrick17k,Random,None,knn,0.41811613592104163,0.012071200921494237,20
833,ViT_T16,Fitzpatrick17k,Random,None,lr,0.28535888144493093,0.002293162471102959,20
834,ViT_T16,HAM10000,Derma,None,dc,0.10724620563396917,0.0,10
835,ViT_T16,HAM10000,Derma,None,knn,0.47526666506979387,0.007792126052777479,20
836,ViT_T16,HAM10000,Derma,None,lr,0.6148317497891442,0.00952574497916834,20
837,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,None,dc,0.10724620563396917,0.0,10
838,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,None,knn,0.37624858293692187,0.003995942450960858,20
839,ViT_T16,HAM10000,ImageNet_1k_SL_WinKawaks,None,lr,0.5471239761092138,0.008974277531717654,20
840,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,None,dc,0.10724620563396917,0.0,10
841,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,None,knn,0.43163688710235687,0.010016077398627856,20
842,ViT_T16,HAM10000,ImageNet_1k_SSL_Dino,None,lr,0.6217671813422941,0.008577402481277483,20
843,ViT_T16,HAM10000,ImageNet_AugReg,None,dc,0.10724620563396917,0.0,10
844,ViT_T16,HAM10000,ImageNet_AugReg,None,knn,0.23797595282383371,0.011139839934137872,20
845,ViT_T16,HAM10000,ImageNet_AugReg,None,lr,0.4702333603790855,0.012258927579151367,20
846,ViT_T16,HAM10000,Plant,None,dc,0.10724620563396917,0.0,10
847,ViT_T16,HAM10000,Plant,None,knn,0.42938843614101485,0.007693949055218247,20
848,ViT_T16,HAM10000,Plant,None,lr,0.6386937869364221,0.008766283825769872,20
